OrderID,OrderDate,ShipDate,CustomerID,CustomerName,Segment,Gender,AgeGroup,LoyaltyLevel,Country,State,City,Region,ProductID,ProductName,Category,SubCategory,Brand,Quantity,UnitPrice,Discount,Revenue,Cost,Profit,ProfitMargin,PaymentMethod,ShippingMode,DeliveryDays,OrderPriority,ReturnStatus,CustomerRating,DiscountLevel,Year,Month,Quarter
ORD00795,2025-04-21,2025-04-22,CUST3855,Customer_177,Corporate,Male,26-35,Platinum,USA,Florida,Seattle,West,PROD440,Cereal,Grocery,Cereal,FreshLine,3,334.06,0.04,962.09,517.8,444.29,46.18,UPI,Standard,1,Critical,Not Returned,1.0,Low Discount,2025,4,2
ORD00796,2024-07-20,2024-07-26,CUST5311,Customer_972,Home Office,Male,18-25,Bronze,USA,Texas,Miami,East,PROD654,Snacks,Grocery,Snacks,FreshLine,7,445.57,0.24,2370.43,1500.84,869.59,36.68,Cash,Standard,6,Critical,Not Returned,3.0,High Discount,2024,7,3
ORD00797,2024-01-22,2024-01-31,CUST4671,Customer_1689,Home Office,Male,36-45,Platinum,USA,California,Austin,North,PROD224,Mouse,Electronics,Mouse,FreshLine,9,304.9,0.01,2716.66,1319.34,1397.32,51.44,Cash,Standard,9,Medium,Not Returned,2.0,Low Discount,2024,1,1
ORD00798,2024-09-02,2024-09-05,CUST4264,Customer_1340,Corporate,Female,46-60,Bronze,USA,New York,San Francisco,West,PROD401,Keyboard,Electronics,Keyboard,FreshLine,8,873.31,0.03,6776.89,4013.47,2763.42,40.78,PayPal,Express,3,High,Not Returned,4.0,Low Discount,2024,9,3
ORD00799,2025-10-12,2025-10-16,CUST2587,Customer_1823,Consumer,Female,18-25,Bronze,USA,Texas,Austin,South,PROD900,Cooking Oil,Grocery,Cooking Oil,FreshLine,6,834.53,0.17,4155.96,2887.71,1268.25,30.52,UPI,Express,4,High,Not Returned,5.0,Medium Discount,2025,10,4
ORD00800,2024-10-13,2024-10-20,CUST8420,Customer_1802,Home Office,Female,26-35,Platinum,USA,Texas,San Francisco,Central,PROD799,Cooking Oil,Grocery,Cooking Oil,ValuePlus,2,1137.96,0.02,2230.4,1359.97,870.43,39.03,Debit Card,Same Day,7,Critical,Not Returned,2.0,Low Discount,2024,10,4
ORD00801,2024-02-25,2024-02-29,CUST9795,Customer_1162,Corporate,Male,46-60,Silver,USA,Texas,Miami,West,PROD521,Sofa,Furniture,Sofa,FreshLine,6,279.81,0.18,1376.67,955.56,421.11,30.59,Credit Card,Same Day,4,Critical,Not Returned,1.0,Medium Discount,2024,2,1
ORD00802,2025-09-08,2025-09-16,CUST9705,Customer_1896,Consumer,Female,26-35,Bronze,USA,Texas,Dallas,North,PROD183,Hoodie,Clothing,Hoodie,NovaTech,2,522.82,0.06,982.9,592.99,389.91,39.67,UPI,Standard,8,Low,Not Returned,2.0,Low Discount,2025,9,3
ORD00803,2024-10-16,2024-10-24,CUST5864,Customer_467,Corporate,Male,26-35,Platinum,USA,Illinois,Miami,South,PROD997,Headphones,Electronics,Headphones,UrbanMart,7,391.48,0.04,2630.75,1456.55,1174.2,44.63,Debit Card,Same Day,8,Medium,Not Returned,5.0,Low Discount,2024,10,4
ORD00804,2025-01-30,2025-02-05,CUST4475,Customer_1106,Corporate,Male,36-45,Bronze,USA,California,Miami,East,PROD740,Sofa,Furniture,Sofa,FreshLine,4,957.2,0.09,3484.21,1656.73,1827.48,52.45,Credit Card,Standard,6,Critical,Not Returned,1.0,Low Discount,2025,1,1
ORD00805,2024-11-06,2024-11-14,CUST3711,Customer_438,Consumer,Female,36-45,Silver,USA,Texas,Dallas,North,PROD637,Laptop,Electronics,Laptop,PrimeGoods,8,971.17,0.07,7225.5,3411.44,3814.06,52.79,Debit Card,Express,8,Low,Not Returned,2.0,Low Discount,2024,11,4
ORD00806,2025-06-24,2025-06-29,CUST5944,Customer_1722,Consumer,Female,18-25,Silver,USA,Illinois,Chicago,North,PROD665,Mouse,Electronics,Mouse,PrimeGoods,6,789.97,0.07,4408.03,3317.22,1090.81,24.75,Cash,Standard,5,Medium,Not Returned,2.0,Low Discount,2025,6,2
ORD00807,2025-03-06,2025-03-09,CUST5480,Customer_56,Home Office,Male,18-25,Gold,USA,New York,Chicago,Central,PROD352,Table,Furniture,Table,FreshLine,3,96.56,0.24,220.16,115.85,104.31,47.38,UPI,Standard,3,Medium,Not Returned,2.0,High Discount,2025,3,1
ORD00808,2024-03-31,2024-04-09,CUST1109,Customer_1585,Consumer,Male,60+,Bronze,USA,Washington,New York,West,PROD740,T-Shirt,Clothing,T-Shirt,UrbanMart,2,372.38,0.01,737.31,332.8,404.51,54.86,PayPal,Standard,9,Medium,Returned,1.0,Low Discount,2024,3,1
ORD00809,2025-03-27,2025-04-05,CUST1104,Customer_150,Consumer,Male,36-45,Gold,USA,Florida,Austin,East,PROD245,Desk,Furniture,Desk,PrimeGoods,4,658.65,0.2,2107.68,1614.79,492.89,23.39,UPI,Same Day,9,High,Not Returned,4.0,Medium Discount,2025,3,1
ORD00810,2024-01-07,2024-01-12,CUST1783,Customer_897,Home Office,Female,26-35,Gold,USA,California,Austin,South,PROD470,Coffee,Grocery,Coffee,ValuePlus,7,503.98,0.03,3422.02,2064.24,1357.78,39.68,Credit Card,Same Day,5,High,Not Returned,5.0,Low Discount,2024,1,1
ORD00811,2025-12-30,2026-01-05,CUST9572,Customer_673,Corporate,Female,46-60,Gold,USA,New York,New York,East,PROD677,Sofa,Furniture,Sofa,FreshLine,7,994.82,0.13,6058.45,3990.23,2068.22,34.14,Cash,Express,6,Medium,Not Returned,4.0,Medium Discount,2025,12,4
ORD00812,2024-02-06,2024-02-10,CUST8756,Customer_1625,Corporate,Male,18-25,Gold,USA,Washington,Chicago,South,PROD501,T-Shirt,Clothing,T-Shirt,FreshLine,2,23.11,0.12,40.67,20.51,20.16,49.57,UPI,Express,4,Critical,Returned,5.0,Medium Discount,2024,2,1
ORD00813,2025-06-23,2025-06-26,CUST4064,Customer_1661,Corporate,Male,36-45,Silver,USA,Texas,Austin,South,PROD493,Bookshelf,Furniture,Bookshelf,PrimeGoods,8,1126.75,0.05,8563.3,4192.89,4370.41,51.04,Debit Card,Express,3,Low,Returned,1.0,Low Discount,2025,6,2
ORD00814,2025-09-08,2025-09-14,CUST3367,Customer_553,Consumer,Female,60+,Gold,USA,California,New York,East,PROD314,Keyboard,Electronics,Keyboard,ValuePlus,5,526.33,0.22,2052.69,1641.97,410.72,20.01,PayPal,Same Day,6,Medium,Not Returned,4.0,High Discount,2025,9,3
ORD00815,2024-01-09,2024-01-10,CUST5320,Customer_1843,Corporate,Male,60+,Platinum,USA,Illinois,San Francisco,North,PROD799,Headphones,Electronics,Headphones,PrimeGoods,9,218.94,0.05,1871.94,1441.97,429.97,22.97,PayPal,Standard,1,Medium,Returned,5.0,Low Discount,2024,1,1
ORD00816,2025-02-23,2025-02-28,CUST2689,Customer_1572,Consumer,Female,46-60,Bronze,USA,Texas,Chicago,West,PROD659,Coffee,Grocery,Coffee,FreshLine,2,953.48,0.27,1392.08,1101.53,290.55,20.87,PayPal,Same Day,5,Critical,Not Returned,5.0,High Discount,2025,2,1
ORD00817,2024-04-13,2024-04-19,CUST5521,Customer_1125,Consumer,Male,46-60,Gold,USA,California,San Francisco,North,PROD640,Keyboard,Electronics,Keyboard,NovaTech,4,766.97,0.05,2914.49,1749.98,1164.51,39.96,UPI,Same Day,6,Low,Not Returned,2.0,Low Discount,2024,4,2
ORD00818,2024-07-06,2024-07-10,CUST7523,Customer_110,Corporate,Male,46-60,Gold,USA,New York,Seattle,South,PROD644,Laptop,Electronics,Laptop,ValuePlus,7,432.47,0.14,2603.47,1630.02,973.45,37.39,Credit Card,Same Day,4,High,Not Returned,2.0,Medium Discount,2024,7,3
ORD00819,2025-05-27,2025-06-01,CUST9974,Customer_1777,Corporate,Female,46-60,Bronze,USA,New York,New York,East,PROD639,Mouse,Electronics,Mouse,NovaTech,7,992.81,0.09,6324.2,3727.91,2596.29,41.05,Debit Card,Standard,5,Low,Not Returned,5.0,Low Discount,2025,5,2
ORD00820,2024-04-08,2024-04-09,CUST7458,Customer_1970,Consumer,Male,18-25,Silver,USA,Illinois,San Francisco,South,PROD808,Shoes,Clothing,Shoes,FreshLine,1,636.91,0.02,624.17,305.03,319.14,51.13,Credit Card,Same Day,1,Low,Not Returned,1.0,Low Discount,2024,4,2
ORD00821,2024-12-21,2024-12-27,CUST1889,Customer_793,Consumer,Female,18-25,Gold,USA,New York,Miami,Central,PROD486,Laptop,Electronics,Laptop,ValuePlus,4,970.97,0.15,3301.3,1548.8,1752.5,53.09,PayPal,Same Day,6,Medium,Not Returned,1.0,Medium Discount,2024,12,4
ORD00822,2024-10-04,2024-10-10,CUST4201,Customer_350,Consumer,Female,26-35,Platinum,USA,Illinois,Chicago,East,PROD805,Rice Bag,Grocery,Rice Bag,FreshLine,6,583.85,0.16,2942.6,2328.58,614.02,20.87,UPI,Standard,6,Critical,Not Returned,2.0,Medium Discount,2024,10,4
ORD00823,2024-02-22,2024-03-01,CUST4401,Customer_1582,Home Office,Female,26-35,Bronze,USA,New York,San Francisco,South,PROD424,Jacket,Clothing,Jacket,NovaTech,1,491.95,0.28,354.2,170.42,183.78,51.89,PayPal,Same Day,8,Medium,Not Returned,2.0,High Discount,2024,2,1
ORD00824,2024-10-02,2024-10-06,CUST1788,Customer_850,Consumer,Female,18-25,Silver,USA,Texas,Miami,West,PROD924,Office Chair,Furniture,Office Chair,ValuePlus,3,446.3,0.19,1084.51,548.53,535.98,49.42,Cash,Standard,4,Critical,Returned,2.0,Medium Discount,2024,10,4
ORD00825,2025-07-07,2025-07-14,CUST8612,Customer_445,Home Office,Female,36-45,Platinum,USA,Illinois,Austin,Central,PROD425,Table,Furniture,Table,NovaTech,2,111.64,0.27,162.99,84.39,78.6,48.22,Debit Card,Standard,7,High,Not Returned,4.0,High Discount,2025,7,3
ORD00826,2025-04-21,2025-04-30,CUST2098,Customer_1152,Home Office,Male,46-60,Silver,USA,Texas,Seattle,North,PROD810,Cereal,Grocery,Cereal,UrbanMart,7,1091.01,0.23,5880.54,2686.17,3194.37,54.32,PayPal,Same Day,9,Low,Not Returned,2.0,High Discount,2025,4,2
ORD00827,2025-11-11,2025-11-15,CUST3070,Customer_1071,Consumer,Male,46-60,Silver,USA,New York,Dallas,North,PROD624,Laptop,Electronics,Laptop,FreshLine,8,1091.72,0.29,6200.97,2959.1,3241.87,52.28,Cash,Express,4,High,Returned,1.0,High Discount,2025,11,4
ORD00828,2025-11-11,2025-11-16,CUST3463,Customer_694,Corporate,Male,26-35,Platinum,USA,Washington,Chicago,Central,PROD581,Keyboard,Electronics,Keyboard,PrimeGoods,2,374.61,0.05,711.76,386.05,325.71,45.76,Credit Card,Express,5,High,Not Returned,3.0,Low Discount,2025,11,4
ORD00829,2025-01-12,2025-01-17,CUST3024,Customer_330,Home Office,Female,26-35,Gold,USA,California,Chicago,West,PROD538,Mouse,Electronics,Mouse,FreshLine,9,579.16,0.05,4951.82,3069.98,1881.84,38.0,PayPal,Same Day,5,Critical,Not Returned,4.0,Low Discount,2025,1,1
ORD00830,2025-01-30,2025-01-31,CUST3511,Customer_1699,Home Office,Male,18-25,Silver,USA,Texas,Dallas,East,PROD549,Laptop,Electronics,Laptop,FreshLine,3,1026.8,0.0,3080.4,2396.03,684.37,22.22,PayPal,Standard,1,Low,Not Returned,3.0,Low Discount,2025,1,1
ORD00831,2025-02-21,2025-02-22,CUST4175,Customer_1706,Home Office,Female,46-60,Platinum,USA,Texas,Austin,South,PROD285,Jeans,Clothing,Jeans,ValuePlus,9,1081.9,0.28,7010.71,4096.0,2914.71,41.58,Debit Card,Standard,1,Medium,Not Returned,2.0,High Discount,2025,2,1
ORD00832,2024-08-10,2024-08-13,CUST9130,Customer_1260,Corporate,Male,18-25,Silver,USA,Washington,Miami,Central,PROD953,Hoodie,Clothing,Hoodie,ValuePlus,9,283.36,0.06,2397.23,1110.46,1286.77,53.68,PayPal,Same Day,3,Medium,Not Returned,1.0,Low Discount,2024,8,3
ORD00833,2025-11-07,2025-11-11,CUST3338,Customer_1077,Consumer,Female,46-60,Silver,USA,Texas,Miami,North,PROD786,Monitor,Electronics,Monitor,ValuePlus,4,964.28,0.26,2854.27,1767.0,1087.27,38.09,PayPal,Standard,4,Medium,Not Returned,3.0,High Discount,2025,11,4
ORD00834,2024-02-16,2024-02-21,CUST9627,Customer_852,Home Office,Male,60+,Gold,USA,Florida,New York,East,PROD607,Monitor,Electronics,Monitor,ValuePlus,4,461.45,0.27,1347.43,896.54,450.89,33.46,Debit Card,Express,5,Low,Returned,4.0,High Discount,2024,2,1
ORD00835,2025-02-13,2025-02-19,CUST9297,Customer_1869,Home Office,Female,26-35,Silver,USA,California,San Francisco,East,PROD650,Headphones,Electronics,Headphones,NovaTech,9,464.86,0.08,3849.04,2704.7,1144.34,29.73,PayPal,Same Day,6,High,Not Returned,4.0,Low Discount,2025,2,1
ORD00836,2025-06-23,2025-06-28,CUST3625,Customer_1802,Corporate,Female,36-45,Gold,USA,Florida,Dallas,South,PROD481,Hoodie,Clothing,Hoodie,PrimeGoods,3,73.62,0.13,192.15,89.79,102.36,53.27,PayPal,Same Day,5,Critical,Returned,5.0,Medium Discount,2025,6,2
ORD00837,2024-12-17,2024-12-18,CUST3960,Customer_152,Corporate,Male,26-35,Gold,USA,Florida,Dallas,West,PROD257,Monitor,Electronics,Monitor,FreshLine,9,1041.91,0.2,7501.75,3499.1,4002.65,53.36,Cash,Express,1,Medium,Not Returned,5.0,Medium Discount,2024,12,4
ORD00838,2025-09-28,2025-10-02,CUST8631,Customer_1083,Home Office,Male,36-45,Platinum,USA,Washington,Austin,South,PROD276,Sofa,Furniture,Sofa,PrimeGoods,2,299.1,0.27,436.69,210.74,225.95,51.74,PayPal,Express,4,Critical,Not Returned,3.0,High Discount,2025,9,3
ORD00839,2025-06-10,2025-06-12,CUST6374,Customer_604,Consumer,Male,60+,Gold,USA,Washington,Dallas,North,PROD609,Jacket,Clothing,Jacket,ValuePlus,1,642.29,0.12,565.22,443.02,122.2,21.62,UPI,Express,2,High,Returned,1.0,Medium Discount,2025,6,2
ORD00840,2024-09-05,2024-09-11,CUST1939,Customer_1611,Home Office,Male,46-60,Silver,USA,Washington,Seattle,Central,PROD256,Mouse,Electronics,Mouse,FreshLine,7,143.74,0.02,986.06,642.88,343.18,34.8,Debit Card,Express,6,Critical,Not Returned,1.0,Low Discount,2024,9,3
ORD00841,2024-01-20,2024-01-21,CUST6985,Customer_825,Corporate,Male,26-35,Gold,USA,Washington,Dallas,East,PROD442,T-Shirt,Clothing,T-Shirt,ValuePlus,4,927.78,0.01,3674.01,1902.94,1771.07,48.21,PayPal,Standard,1,Critical,Not Returned,5.0,Low Discount,2024,1,1
ORD00842,2025-09-19,2025-09-20,CUST3709,Customer_1155,Corporate,Male,36-45,Gold,USA,Washington,Miami,Central,PROD201,Laptop,Electronics,Laptop,UrbanMart,7,57.93,0.24,308.19,178.49,129.7,42.08,Credit Card,Same Day,1,High,Not Returned,4.0,High Discount,2025,9,3
ORD00843,2025-05-01,2025-05-02,CUST1730,Customer_1593,Home Office,Male,36-45,Silver,USA,Texas,Chicago,South,PROD894,Sofa,Furniture,Sofa,UrbanMart,2,491.34,0.14,845.1,589.05,256.05,30.3,Cash,Express,1,Critical,Not Returned,3.0,Medium Discount,2025,5,2
ORD00844,2024-09-27,2024-09-30,CUST3158,Customer_869,Corporate,Female,26-35,Platinum,USA,Illinois,Seattle,Central,PROD986,Keyboard,Electronics,Keyboard,UrbanMart,1,448.76,0.21,354.52,207.58,146.94,41.45,Debit Card,Express,3,Medium,Not Returned,4.0,High Discount,2024,9,3
ORD00845,2025-10-03,2025-10-10,CUST3810,Customer_469,Corporate,Male,36-45,Platinum,USA,Washington,Austin,North,PROD499,Bookshelf,Furniture,Bookshelf,ValuePlus,4,305.98,0.0,1223.92,622.2,601.72,49.16,Credit Card,Standard,7,Critical,Not Returned,1.0,Low Discount,2025,10,4
ORD00846,2025-02-05,2025-02-08,CUST1652,Customer_1704,Corporate,Female,46-60,Platinum,USA,Florida,Chicago,East,PROD922,Shoes,Clothing,Shoes,FreshLine,3,1074.08,0.07,2996.68,2124.66,872.02,29.1,Credit Card,Express,3,Low,Not Returned,5.0,Low Discount,2025,2,1
ORD00847,2025-06-05,2025-06-09,CUST5243,Customer_1001,Home Office,Female,26-35,Gold,USA,Texas,San Francisco,North,PROD464,Jeans,Clothing,Jeans,UrbanMart,4,466.34,0.05,1772.09,1210.95,561.14,31.67,Cash,Same Day,4,Low,Not Returned,4.0,Low Discount,2025,6,2
ORD00848,2025-06-20,2025-06-25,CUST6912,Customer_1035,Consumer,Male,36-45,Bronze,USA,New York,New York,East,PROD419,Rice Bag,Grocery,Rice Bag,PrimeGoods,2,1196.2,0.05,2272.78,1709.22,563.56,24.8,UPI,Express,5,High,Not Returned,1.0,Low Discount,2025,6,2
ORD00849,2025-11-19,2025-11-20,CUST2232,Customer_281,Home Office,Male,26-35,Silver,USA,Washington,Miami,North,PROD542,Headphones,Electronics,Headphones,UrbanMart,2,1119.85,0.11,1993.33,1405.96,587.37,29.47,Debit Card,Same Day,1,Medium,Not Returned,5.0,Medium Discount,2025,11,4
ORD00850,2025-08-28,2025-08-30,CUST7287,Customer_289,Corporate,Male,18-25,Bronze,USA,Texas,Austin,Central,PROD485,T-Shirt,Clothing,T-Shirt,NovaTech,5,370.19,0.14,1591.82,868.3,723.52,45.45,UPI,Standard,2,Medium,Not Returned,1.0,Medium Discount,2025,8,3
ORD00851,2024-09-26,2024-10-04,CUST7766,Customer_1207,Home Office,Female,46-60,Bronze,USA,Texas,Seattle,North,PROD498,Rice Bag,Grocery,Rice Bag,ValuePlus,9,1132.54,0.16,8562.0,5881.95,2680.05,31.3,Debit Card,Standard,8,High,Not Returned,3.0,Medium Discount,2024,9,3
ORD00852,2025-05-11,2025-05-19,CUST1909,Customer_1471,Consumer,Female,26-35,Bronze,USA,California,Austin,West,PROD472,Cereal,Grocery,Cereal,UrbanMart,8,602.1,0.05,4575.96,2352.15,2223.81,48.6,UPI,Same Day,8,Medium,Not Returned,2.0,Low Discount,2025,5,2
ORD00853,2024-12-11,2024-12-12,CUST2695,Customer_1908,Home Office,Male,60+,Platinum,USA,New York,Miami,South,PROD818,Jacket,Clothing,Jacket,ValuePlus,1,79.35,0.28,57.13,43.19,13.94,24.4,Cash,Same Day,1,Low,Not Returned,5.0,High Discount,2024,12,4
ORD00854,2024-07-05,2024-07-11,CUST3825,Customer_1321,Consumer,Female,46-60,Bronze,USA,Washington,Chicago,East,PROD510,Cooking Oil,Grocery,Cooking Oil,FreshLine,2,781.24,0.01,1546.86,1050.16,496.7,32.11,PayPal,Standard,6,Critical,Returned,4.0,Low Discount,2024,7,3
ORD00855,2025-03-03,2025-03-08,CUST2789,Customer_989,Corporate,Female,36-45,Bronze,USA,California,Seattle,Central,PROD309,Jeans,Clothing,Jeans,FreshLine,9,1108.64,0.21,7882.43,3897.75,3984.68,50.55,Debit Card,Express,5,Critical,Not Returned,1.0,High Discount,2025,3,1
ORD00856,2024-02-23,2024-02-27,CUST4406,Customer_1055,Corporate,Female,46-60,Silver,USA,New York,San Francisco,South,PROD234,Desk,Furniture,Desk,ValuePlus,6,20.91,0.06,117.93,92.65,25.28,21.44,Credit Card,Same Day,4,Critical,Not Returned,2.0,Low Discount,2024,2,1
ORD00857,2024-06-06,2024-06-11,CUST6873,Customer_299,Home Office,Male,60+,Gold,USA,California,Miami,South,PROD562,Cereal,Grocery,Cereal,FreshLine,9,301.25,0.26,2006.33,1194.91,811.42,40.44,UPI,Express,5,Critical,Returned,5.0,High Discount,2024,6,2
ORD00858,2025-01-15,2025-01-22,CUST1446,Customer_109,Consumer,Male,18-25,Platinum,USA,Illinois,Chicago,South,PROD416,Monitor,Electronics,Monitor,UrbanMart,4,947.34,0.09,3448.32,1946.28,1502.04,43.56,Debit Card,Standard,7,Medium,Not Returned,4.0,Low Discount,2025,1,1
ORD00859,2025-06-11,2025-06-17,CUST8741,Customer_1010,Consumer,Male,60+,Gold,USA,Texas,Dallas,East,PROD974,Coffee,Grocery,Coffee,ValuePlus,6,1056.56,0.12,5578.64,3451.49,2127.15,38.13,PayPal,Same Day,6,Low,Not Returned,2.0,Medium Discount,2025,6,2
ORD00860,2024-10-14,2024-10-20,CUST1364,Customer_1801,Home Office,Female,46-60,Silver,USA,Illinois,New York,Central,PROD898,T-Shirt,Clothing,T-Shirt,UrbanMart,7,1094.79,0.17,6360.73,4035.89,2324.84,36.55,Debit Card,Express,6,Critical,Not Returned,1.0,Medium Discount,2024,10,4
ORD00861,2025-04-24,2025-05-03,CUST2186,Customer_1807,Consumer,Male,46-60,Silver,USA,Texas,New York,East,PROD987,Jeans,Clothing,Jeans,NovaTech,3,790.88,0.14,2040.47,1326.45,714.02,34.99,Debit Card,Standard,9,Medium,Not Returned,5.0,Medium Discount,2025,4,2
ORD00862,2024-04-27,2024-04-29,CUST5287,Customer_591,Home Office,Male,36-45,Silver,USA,Illinois,Miami,Central,PROD689,Shoes,Clothing,Shoes,ValuePlus,5,745.2,0.23,2869.02,1395.45,1473.57,51.36,Debit Card,Standard,2,Critical,Not Returned,3.0,High Discount,2024,4,2
ORD00863,2025-06-21,2025-06-23,CUST1603,Customer_1661,Home Office,Male,18-25,Platinum,USA,Florida,Miami,North,PROD172,Hoodie,Clothing,Hoodie,NovaTech,6,384.18,0.17,1913.22,1349.7,563.52,29.45,UPI,Standard,2,Medium,Not Returned,3.0,Medium Discount,2025,6,2
ORD00864,2024-09-09,2024-09-12,CUST9978,Customer_149,Consumer,Female,26-35,Bronze,USA,Washington,New York,South,PROD830,T-Shirt,Clothing,T-Shirt,NovaTech,5,1033.1,0.14,4442.33,2407.06,2035.27,45.82,Debit Card,Express,3,High,Not Returned,2.0,Medium Discount,2024,9,3
ORD00865,2024-03-22,2024-03-26,CUST6392,Customer_1604,Consumer,Female,18-25,Silver,USA,Washington,New York,Central,PROD143,T-Shirt,Clothing,T-Shirt,PrimeGoods,3,130.13,0.29,277.18,188.04,89.14,32.16,Cash,Same Day,4,Low,Not Returned,5.0,High Discount,2024,3,1
ORD00866,2024-03-29,2024-03-30,CUST9903,Customer_1123,Corporate,Female,18-25,Bronze,USA,New York,Chicago,South,PROD638,Headphones,Electronics,Headphones,UrbanMart,4,281.44,0.28,810.55,532.85,277.7,34.26,PayPal,Standard,1,Medium,Not Returned,1.0,High Discount,2024,3,1
ORD00867,2025-05-17,2025-05-21,CUST8986,Customer_271,Consumer,Female,18-25,Bronze,USA,New York,Dallas,North,PROD619,T-Shirt,Clothing,T-Shirt,FreshLine,2,610.87,0.05,1160.65,852.45,308.2,26.55,UPI,Standard,4,Critical,Not Returned,2.0,Low Discount,2025,5,2
ORD00868,2024-11-29,2024-11-30,CUST4240,Customer_1363,Consumer,Male,46-60,Silver,USA,Illinois,Seattle,North,PROD897,T-Shirt,Clothing,T-Shirt,ValuePlus,3,449.13,0.04,1293.49,816.76,476.73,36.86,PayPal,Standard,1,Low,Not Returned,5.0,Low Discount,2024,11,4
ORD00869,2025-04-16,2025-04-18,CUST8727,Customer_1133,Home Office,Female,18-25,Platinum,USA,Texas,Chicago,North,PROD395,Monitor,Electronics,Monitor,UrbanMart,7,531.95,0.23,2867.21,1712.06,1155.15,40.29,Cash,Same Day,2,Critical,Not Returned,1.0,High Discount,2025,4,2
ORD00870,2024-11-22,2024-12-01,CUST8758,Customer_1646,Consumer,Female,36-45,Silver,USA,New York,Chicago,East,PROD112,Mouse,Electronics,Mouse,UrbanMart,4,133.18,0.03,516.74,250.83,265.91,51.46,Debit Card,Standard,9,Low,Not Returned,3.0,Low Discount,2024,11,4
ORD00871,2025-09-16,2025-09-24,CUST4081,Customer_1353,Home Office,Male,18-25,Bronze,USA,Texas,Austin,North,PROD286,Laptop,Electronics,Laptop,UrbanMart,6,313.67,0.26,1392.69,893.04,499.65,35.88,PayPal,Standard,8,High,Not Returned,4.0,High Discount,2025,9,3
ORD00872,2024-01-02,2024-01-10,CUST2741,Customer_832,Consumer,Female,46-60,Bronze,USA,Illinois,Dallas,East,PROD810,Bookshelf,Furniture,Bookshelf,PrimeGoods,9,739.67,0.26,4926.2,3358.02,1568.18,31.83,UPI,Standard,8,Critical,Not Returned,4.0,High Discount,2024,1,1
ORD00873,2024-06-15,2024-06-16,CUST7007,Customer_516,Corporate,Female,36-45,Gold,USA,Illinois,Austin,Central,PROD256,Jeans,Clothing,Jeans,PrimeGoods,2,837.54,0.25,1256.31,589.96,666.35,53.04,PayPal,Same Day,1,Low,Returned,1.0,High Discount,2024,6,2
ORD00874,2024-07-05,2024-07-06,CUST4747,Customer_1592,Corporate,Female,18-25,Silver,USA,California,San Francisco,Central,PROD722,Cereal,Grocery,Cereal,UrbanMart,1,1001.52,0.28,721.09,483.09,238.0,33.01,PayPal,Same Day,1,Medium,Not Returned,2.0,High Discount,2024,7,3
ORD00875,2025-09-21,2025-09-27,CUST5300,Customer_1750,Consumer,Female,46-60,Bronze,USA,Texas,Chicago,East,PROD667,Office Chair,Furniture,Office Chair,PrimeGoods,5,538.93,0.08,2479.08,1280.8,1198.28,48.34,PayPal,Same Day,6,Critical,Not Returned,5.0,Low Discount,2025,9,3
ORD00876,2025-03-17,2025-03-21,CUST3335,Customer_226,Corporate,Female,46-60,Bronze,USA,Florida,Chicago,North,PROD163,Laptop,Electronics,Laptop,NovaTech,2,543.06,0.13,944.92,721.42,223.5,23.65,Debit Card,Standard,4,Critical,Not Returned,2.0,Medium Discount,2025,3,1
ORD00877,2025-07-30,2025-07-31,CUST1037,Customer_25,Consumer,Female,18-25,Gold,USA,Texas,New York,South,PROD509,Cereal,Grocery,Cereal,PrimeGoods,2,795.25,0.13,1383.73,992.5,391.23,28.27,UPI,Standard,1,Low,Not Returned,5.0,Medium Discount,2025,7,3
ORD00878,2024-02-17,2024-02-25,CUST1432,Customer_1455,Home Office,Male,18-25,Platinum,USA,Illinois,Miami,South,PROD155,Coffee,Grocery,Coffee,FreshLine,1,637.72,0.25,478.29,358.63,119.66,25.02,Cash,Express,8,High,Not Returned,1.0,High Discount,2024,2,1
ORD00879,2024-09-13,2024-09-16,CUST3096,Customer_1683,Home Office,Male,26-35,Bronze,USA,New York,San Francisco,South,PROD415,Coffee,Grocery,Coffee,NovaTech,5,1154.62,0.16,4849.4,2291.29,2558.11,52.75,Debit Card,Same Day,3,High,Not Returned,3.0,Medium Discount,2024,9,3
ORD00880,2025-02-23,2025-02-24,CUST5939,Customer_1468,Home Office,Female,36-45,Gold,USA,Illinois,Seattle,Central,PROD533,Rice Bag,Grocery,Rice Bag,NovaTech,2,770.87,0.04,1480.07,888.95,591.12,39.94,Credit Card,Express,1,High,Not Returned,3.0,Low Discount,2025,2,1
ORD00881,2024-06-18,2024-06-19,CUST5943,Customer_139,Corporate,Male,46-60,Bronze,USA,Florida,Dallas,South,PROD346,Sofa,Furniture,Sofa,ValuePlus,9,581.22,0.12,4603.26,2315.49,2287.77,49.7,UPI,Standard,1,Critical,Returned,4.0,Medium Discount,2024,6,2
ORD00882,2024-03-05,2024-03-13,CUST1712,Customer_1750,Home Office,Female,18-25,Platinum,USA,California,Seattle,South,PROD303,Keyboard,Electronics,Keyboard,PrimeGoods,6,805.52,0.29,3431.52,2273.0,1158.52,33.76,Cash,Standard,8,Medium,Not Returned,1.0,High Discount,2024,3,1
